82, -50
76, 89
95, -43
-66, -63
85, -47
-61, 26
-28, 65
-63, 49
-80, 85
54, -84
22, -63
-64, -50
78, -47
-92, -8
21, -56
-39, 72
30, 33
-48, 75
53, -66
35, 86
48, -58
-57, 50
-86, -64
-57, -50
68, -10
6, 14
50, 54
33, -79
72, 98
-49, 17
39, -57
29, -100
97, 98
18, -73
20, -10
-12, 49
14, 75
-74, 93
-35, -24
87, 50
-55, -95
95, -11
89, 83
72, -74
31, 84
55, 24
1, 56
53, -95
37, -1
71, 89
-80, 10
-42, -40
27, 27
-100, -64
82, 44
20, 50
26, -96
76, -12
15, -57
-6, -48
-81, 21
32, 47
55, 81
77, 76
-65, 58
18, 86
36, -67
-59, 21
-5, 36
-51, -98
13, 89
68, 41
-21, 81
-94, 32
-81, 3
-93, 74
-68, -1
87, -83
-20, 51
49, 9
36, -87
-49, 49
21, 61
-74, 37
2, -63
-26, 11
-47, 91
41, 69
24, 7
92, 11
14, -98
-41, -47
19, 24
-33, -53
-36, 69
-99, 4
79, 79
59, 47
-1, -61
-86, -12
-51, -9
-13, 76
-93, -83
-16, -24
86, -3
30, -5
-33, 57
-30, -63
-66, -78
29, -65
-83, -23
-67, -71
-20, 31
-39, -78
45, -59
-64, -42
78, -24
31, 60
87, -28
61, -9
15, 89
53, -36
0, 51
8, 45
43, -93
-100, 60
-63, 59
-67, -77
47, 31
37, 24
61, 55
-45, 31
-85, -31
14, 55
0, 59
-83, 6
-95, -82
-4, 40
35, -50
-28, 11
-43, 53
-40, 22
-4, -48
56, -80
-36, 26
-4, 12
32, -28
-49, -62
-9, -50
13, -47
43, 47
-78, 81
47, -33
0, 61
-68, 22
-4, 45
-40, -10
-2, 73
-20, -13
36, -70
-48, -29
-30, -69
-19, -39
23, 4
-42, 75
87, 47
-84, 91
8, 99
45, -38
-68, -58
88, -16
-13, 72
-64, -79
65, 18
59, -63
-61, -27
-27, -16
-55, 79
38, -47
-79, -39
44, 36
-88, 20
-98, -45
-83, 49
-49, -22
-76, -25
-21, -24
-84, -65
-39, 82
78, 76
-43, 30
82, 23
65, -4
88, 47
-25, -79
-49, -36
-66, 45
-19, -92
52, -97
-55, -93
37, -75
-7, 97
-52, 16
-24, 36
88, 84
-9, -59
69, 74
23, 43
-8, 20
-50, -92
14, 67
-58, -13
-23, -28
-48, 42
1, 25
-16, -23
99, 11
29, -9
88, 77
-1, -27
92, -4
77, 90
-8, 43
67, -79
-73, -53
60, -97
-38, -8
-78, 8
49, -34
39, 41
-9, -78
54, -64
72, 37
35, -41
98, 19
-76, 24
-99, 34
-53, -30
-33, 38
81, -38
-96, 97
16, 69
80, 72
-35, 41
16, -55
40, 44
-68, -65
33, 92
26, 0
-95, 21
23, -34
82, -63
-73, 90
20, 25
22, 7
21, -70
40, -38
-36, 59
2, 87
59, -77
83, -66
22, 15
34, 13
-36, 9
-99, 7
49, 84
-21, -46
-3, -68
-9, -2
-83, 10
-79, 57
92, -67
10, 96
-11, 52
44, 24
-16, 80
77, 59
-65, -17
62, -35
-69, 11
84, 6
56, 97
9, 58
-7, 44
24, 4
-46, -86
-12, 9
49, -81
-85, 17
55, 13
28, -88
-56, 61
42, 50
-99, -57
-76, -66
-94, -50
-85, 49
-39, -17
47, -29
27, -41
-58, 23
62, -52
74, -93
-33, 76
14, -56
85, 66
53, 3
48, -89
-33, 26
-92, 36
-8, -94
86, 14
7, 93
-55, -37
0, -39
-83, 88
-2, 43
94, 53
25, 83
-60, 16
-41, 17
-28, 14
75, -27
58, -32
-49, 68
-95, 50
-58, -33
-87, 79
43, 45
-76, 64
87, -56
-83, -69
11, -51
-91, -24
83, 13
35, 71
51, 81
-8, -43
41, 10
76, 38
-26, 30
16, -44
50, -66
-23, -27
51, 53
21, -37
-38, 28
-82, 76
-70, -48
-64, 58
-10, -20
41, 61
45, -78
-68, -44
61, 29
41, 35
-55, -21
-27, -65
-56, -58
-4, 73
66, -33
-93, -80
60, 95
-74, 8
19, -2
-68, 37
-40, 38
-78, 51
-83, -1
-55, -76
-75, -75
52, 71
11, -90
-84, 98
-43, -40
50, -98
-28, -15
96, 17
51, -72
-36, -95
98, -23
90, 60
-50, -57
69, -3
30, 9
-70, 49
-19, 15
-7, -81
-97, 77
-15, 85
-15, -26
15, 63
-22, -76
-29, 43
72, -12
87, -88
56, -49
12, 69
62, -62
75, 54
60, 15
12, -24
51, -60
15, 22
36, -31
-27, 60
18, 32
9, 33
-74, -19
65, -71
69, 93
19, -32
-30, 18
-90, 83
20, 4
22, -79
-69, 4
-13, 47
-83, 74
71, -80
71, -66
-62, 19
-46, 19
36, -98
92, -24
70, -63
-64, -8
-3, 21
67, 89
68, -60
60, -79
13, -38
87, -67
75, -64
-43, -44
-1, 33
20, -9
-91, 70
-25, -36
-61, 84
82, -56
30, -19
-52, 73
24, -84
32, -58
-70, 42
-62, 54
-23, 53
43, 37
-40, -80
57, -51
11, 86
-18, -47
-61, -24
-84, -3
98, -90
2, 57
37, 90
-91, -76
25, 24
37, 77
-53, -15
26, -35
-40, -57
-12, 89
-66, -45
76, -53
-59, -78
11, 23
94, -34
-92, 43
-34, -31
-64, 88
6, -36
-25, -34
-5, -83
94, -93
-43, 63
1, 4
-26, 67
69, -4
-31, 53
58, -39
92, 33
84, -82
-69, -12
22, -13
58, 79
50, 41
39, 22
-18, 89
-78, -88
-98, 52
18, -18
-7, -51
-66, 6
59, 11
-84, -23
96, 83
1, -40
16, -54
-98, -10
-85, 39
91, -81
89, 55
-21, -50
-50, 66
91, -77
65, 99
-72, 20
64, -50
-12, -46
74, -23
45, 28
-40, -12
18, -22
57, 77
-61, 16
-96, 5
60, -30
-60, 46
61, -58
-20, -74
9, -4
-43, 45
1, 91
89, 1
85, 45
-98, -61
30, -45
-32, -6
19, -29
84, 30
21, -43
-70, -73
33, 85
85, -68
-70, -29
99, 79
-23, -25
84, -11
18, 63
97, -20
-44, 19
2, -67
44, 55
51, -80
46, 47
52, 55
-14, -38
-68, -29
97, 2
-73, -16
87, -70
-34, -90
-37, -40
-41, -82
74, -39
-43, -42
-86, -62
-52, 95
45, 90
-30, 11
14, 36
-99, -69
50, 75
57, -83
-44, 15
-18, -45
-4, -12
-52, -25
61, 89
-28, -94
57, -10
37, 60
20, -26
-16, 69
-86, -44
-32, -38
54, 74
-15, -12
-88, 61
-20, -22
89, 36
20, -42
14, -57
-64, -67
23, -75
5, -24
35, -51
-9, -72
-70, -2
-19, -58
86, 2
46, -16
-97, -99
67, 0
-62, 44
85, 8
93, 22
-95, -87
69, -75
-75, 47
-26, 28
-29, 60
88, -98
17, -10
79, 22
-18, -80
24, 10
-50, -72
96, 36
-30, -24
-20, -84
-43, 39
-38, 44
8, 89
-38, -100
67, -22
-91, 54
59, -45
-20, 57
-7, 1
-92, 18
-71, 35
47, 64
-78, 52
11, 96
62, 97
73, 23
79, 53
76, -58
28, -97
59, -89
-41, 77
-67, -2
-3, 34
56, 67
-47, 2
-2, -52
13, 47
30, 28
17, 30
74, 86
17, 11
97, 51
10, -46
29, 34
84, -3
64, 74
-41, -78
-47, -89
49, -6
-94, -9
7, 19
-51, 20
24, 80
-76, -24
11, -28
-25, -12
46, 54
10, 11
88, 87
-96, -86
72, -75
56, 37
67, 78
-86, 47
55, 18
99, 73
-24, 9
27, -94
84, 67
-57, 44
-20, 38
-40, -49
-55, -62
-48, 7
17, -15
-84, 9
5, -38
10, 83
-16, -44
72, -80
-26, 48
-98, -85
-90, 63
-46, 35
6, -62
-58, -51
9, -15
-56, 72
64, 59
-66, -31
-22, 68
-29, -98
-15, 12
-53, 8
51, -100
7, 65
-7, -76
-91, -67
-16, 32
39, -10
25, 57
-66, 31
-89, 79
99, -78
-75, -84
57, 44
-95, -76
-93, -34
-63, 9
-2, -49
-47, -85
58, 37
69, -92
74, 75
41, 97
78, -84
-69, -76
81, -58
82, 38
-4, 33
-11, -85
-10, 22
-30, 78
-66, -51
41, 99
95, 62
-11, -45
94, 73
23, -6
75, -62
-58, -12
82, 76
-57, 78
-43, 78
-44, -78
48, 50
88, -6
16, -91
80, 38
-83, -73
-6, -24
-29, -38
71, -79
-55, 75
-77, 36
-54, 40
-88, 47
-8, -3
-83, 19
-85, -11
-30, 9
-82, -3
83, -60
-17, -11
-49, 13
41, 80
-93, 17
72, 67
88, -80
-40, 18
62, -2
-94, -18
83, 76
-85, 27
61, 49
-21, -67
-49, 65
23, 74
83, -64
-4, 3
-84, -96
-7, 76
71, 29
-49, -69
-34, -62
-24, 85
48, 93
-8, 60
41, 93
-51, -4
97, -4
63, 61
75, 87
19, -5
44, 58
98, -31
-10, -32
-79, 5
-79, 56
13, 4
-19, -60
-12, 86
-99, 19
-37, -92
99, 70
-16, 30
-43, -32
-85, 57
41, 14
-50, 30
51, 22
53, 5
31, -13
84, -32
-100, 70
13, -76
56, 65
50, -54
34, -2
-28, 29
-40, -44
81, 35
29, -23
-84, -42
-74, -77
20, -19
58, 16
34, 51
28, -11
8, -71
-74, 43
-69, 87
-20, -42
13, -67
10, 56
-78, 80
-70, -69
-60, 1
94, 19
13, -17
-82, 1
-96, -44
-81, -36
-75, -83
25, 9
-97, -13
-54, -36
-52, -9
20, -65
0, 83
32, 23
-90, 91
-74, 6
69, 90
19, 18
-78, 96
13, -11
-88, -23
-51, -10
-72, 9
-55, 60
-81, 44
45, 3
43, 74
-91, 7
-31, 87
10, -75
62, 9
-17, -7
31, -78
71, -62
-48, -74
-2, 26
14, 38
-80, 66
-70, -22
-55, 34
58, 22
-63, 69
-59, -37
91, 59
58, -10
92, 80
-91, -26
-5, -39
-32, 63
73, -25
-53, -5
-43, -35
23, -48
28, -4
-100, -83
-100, 37
53, -26
-20, 14
77, 15
-78, 54
16, 84
8, -97
-93, 10
-29, -53
82, 94
61, 86
48, 41
15, 51
53, -56
20, -27
-41, -52
-12, -41
-7, 82
-33, -32
93, 20
7, -83
-85, 9
-54, -25
94, 39
59, -93
-33, -63
-44, 88
9, 59
83, -37
-88, 2
-50, 86
-50, 25
3, -41
-28, 6
40, -100
65, -54
75, -51
74, -88
-48, -22
-10, 93
-34, 35
-43, -83
12, -98
-76, -73
21, -53
96, -58
60, -60
-11, 96
6, -56
-95, -4
35, 31
-47, -84
16, -65
48, 26
29, 28
-56, 23
-2, -33
30, 6
8, 29
-31, 24
96, -88
-52, -52
55, -34
-23, -9
68, 81
53, 35
35, -91
-14, -16
80, -75
-51, -22
7, 98
-40, 82
32, 89
-44, 33
-20, 66
-19, 38
-58, -83
90, 48
56, 23
55, 0
-55, -70
65, 6
64, -78
-75, -100
32, 84
21, -1
-48, -71
96, -39
-18, -40
-35, 84
-49, 18
68, 73
-11, 95
14, 94
-10, -81
-91, 89
43, -77
55, 71
-27, -81
-84, -62
-97, 89
-22, 0
-36, -47
6, -12
-34, -52
-78, -43
90, -21
93, -14
-53, 31
-80, 7
34, -53
48, 70
18, -42
-59, -100
6, 45
75, -49
-96, -3
98, -37
-58, -50
44, -84
91, -29
26, 69
-81, 45
11, -89
-92, 48
-93, 53
22, -35
12, 12
-90, 78
-21, 80
-20, -56
57, 50
-82, -54
-60, 54
73, 29
-62, 72
74, 60
98, -74
-38, -46
86, -39
-68, 2
9, -99
-44, 73
-95, -80
-50, -23
-47, 31
80, -81
-18, -76
-11, 44
76, 52
-9, 88
68, -3
-56, 74
36, 28
86, 36
-13, 4
-56, 3
-97, 59
-23, 93
93, -50
47, 3
60, 21
16, -82
-73, 81
-69, 6
-3, -86
38, 5
39, 62
-31, -23
-11, -13
-50, -47
-3, -91
-44, 87
63, -12
-76, -13
-59, 17
9, 86
-25, -39
31, 30
-30, 60
-11, -76
-39, 78
94, -33
-23, -1
-23, 54
-47, 11
65, -2
35, 57
-61, 72
59, 9
49, -86
-12, 39
90, 5
81, -28
-61, 94
-81, 43
62, -18
60, -39
14, 12
99, 77
36, -5
-24, 56
-15, 78
26, 94
-23, 23
39, -96
52, 87
67, 83
-18, 93
-83, 7
-50, -85
-37, 16
-70, -30
44, 34
66, 92
64, 10
4, -18
21, 81
-97, 20
7, 89
-50, -74
-46, 64
27, -40
23, -30
-43, 96
-23, 91
7, 56
83, 49
-74, 52
-8, 96
-89, 21
54, -49
-93, -44
-65, -1
89, -78
-18, 52
-82, 60
91, -20
-85, 12
-61, 21
-54, 42
-81, -69
14, 81
6, -97
87, -50
10, -13
-73, 36
68, 25
-60, -13
-91, -60
42, -25
-5, 30
4, -28
-4, -72
-1, -50
-39, -88
68, 79
50, -60
-9, -6
-70, 46
-8, 85
-41, -72
78, -21
32, -98
-53, 79
27, 74
18, -69
-19, 66
-23, 87
-59, 4
-81, -17
92, 3
87, -22
70, 55
-38, 25
78, 43
-62, -54
7, -88
5, -31
3, 92
84, 64
93, 89
-41, 14
13, -62
-88, 38
-56, 96
56, 70
-40, -37
-22, -8
-25, 43
-38, 86
-92, 47
-40, -50
23, 61
-88, 95
77, -40
-97, 79
22, -47
83, -40
3, -42
-47, -62
-52, 26
-58, 51
-50, 51
-18, 32
-58, -86
-19, 8
35, -2
-93, -8
95, 3
-78, -58
-56, -86
-51, 67
7, -54
78, -86
67, 68
-36, 53
11, 84
-48, -18
-89, 75
18, -37
49, 26
29, 99
70, -79
-21, -43
43, -19
6, -33
-59, 7
-59, -4
65, -7
-1, 95
93, -28
-97, 28
-71, 6
91, 78
93, 39
59, -53
-79, -86
-61, -85
11, 0
-35, 87
-80, 71
-82, -73
18, 82
75, -60
-6, 83
64, -92
11, -60
20, -45
43, -38
85, 46
54, -94
-37, 28
32, -42
-84, -75
87, -48
36, 36
-77, 87
43, -97
83, -9
30, -13
61, -84
-78, -50
57, 47
20, -17
-64, 59
-12, -70
-80, 18
-100, -54
83, -43
-60, 71
-9, -55
-71, 90
-20, 90
97, 41
-81, -11
28, 76
30, -98
25, -38
88, 62
-56, -71
-91, -7
53, -87
41, 67
-11, 86
-92, 90
-31, -28
73, 39
52, 13
25, -50
90, 62
27, 21
-49, 15
-69, 26
8, -31
-76, -67
82, 11
46, 5
-30, 52
46, 85
-11, -67
-25, 63
92, 23
-70, -89
94, 97
-64, -94
98, 26
-3, 44
-93, -79
-28, 94
-54, 85
75, 38
-49, -38
11, -14
49, 29
61, -56
-78, -12
85, -60
-15, 67
-98, -35
-47, -31
-93, 89
34, -7
-33, 49
18, 0
-28, 76
41, 37
-99, -92
89, 39
-92, -69
-81, 0
71, -89
7, -70
26, -91
-57, 94
-8, 95
-74, 60
-85, 71
-57, 85
73, -48
-4, -100
-37, -60
25, 99
26, 71
-17, 17
56, -86
97, 89
-79, 84
86, 62
-44, 3
99, 98
-15, -24
-76, -90
-55, 24
-81, -20
85, -89
38, 8
60, 48
-33, 29
-20, 23
65, 11
4, -41
-51, -66
67, -81
47, 91
-15, -49
-33, -69
-23, -64
25, 98
-25, -7
-11, -63
4, 71
-45, 15
42, 28
-97, 78
-18, 48
4, 34
74, 61
-71, -91
84, -12
5, -27
62, 13
